"date","botfam","industry","hosts","orgs"
2016-07-02,"zeroaccess","Retail",191,3
2016-07-02,"Zeus","Education",29,12
2016-07-02,"Zeus","Finance",9,7
2016-07-02,"Zeus","Government/Politics",10,4
2016-07-02,"Zeus","Healthcare/Wellness",3,3
2016-07-02,"Zeus","Manufacturing",33,8
2016-07-02,"Zeus","Retail",11,3
2016-07-02,"Zusy","Education",21,6
2016-07-02,"Zusy","Finance",18,5
2016-07-02,"Zusy","Government/Politics",1,1
2016-07-02,"Zusy","Healthcare/Wellness",4,2
2016-07-02,"Zusy","Manufacturing",38,2
2016-07-02,"Zusy","Retail",366,3
2016-07-03,"Bedep","Education",19,10
2016-07-03,"Bedep","Finance",183,3
2016-07-03,"Bedep","Government/Politics",8,6
2016-07-03,"Bedep","Healthcare/Wellness",10,3
2016-07-03,"Bedep","Manufacturing",38,8
2016-07-03,"Bedep","Retail",229,3
2016-07-03,"ConfickerAB","Education",386,75
2016-07-03,"ConfickerAB","Finance",175,36
2016-07-03,"ConfickerAB","Government/Politics",204,31
2016-07-03,"ConfickerAB","Healthcare/Wellness",263,86
2016-07-03,"ConfickerAB","Manufacturing",1098,56
2016-07-03,"ConfickerAB","Retail",835,33
2016-07-03,"Necurs","Education",11,9
2016-07-03,"Necurs","Finance",9,8
2016-07-03,"Necurs","Government/Politics",75,5
2016-07-03,"Necurs","Healthcare/Wellness",4,3
2016-07-03,"Necurs","Manufacturing",44,7
2016-07-03,"Necurs","Retail",29,5
2016-07-03,"Olmasco","Healthcare/Wellness",3,1
2016-07-03,"Olmasco","Manufacturing",4,1
2016-07-03,"Olmasco","Retail",10,2
2016-07-03,"PushDo","Education",1,1
2016-07-03,"PushDo","Finance",17,1
2016-07-03,"PushDo","Government/Politics",1,1
2016-07-03,"PushDo","Manufacturing",759,3
2016-07-03,"PushDo","Retail",146,2
2016-07-03,"Ramnit","Education",62,38
2016-07-03,"Ramnit","Finance",19,14
2016-07-03,"Ramnit","Government/Politics",50,5
2016-07-03,"Ramnit","Healthcare/Wellness",5,4
2016-07-03,"Ramnit","Manufacturing",622,9
2016-07-03,"Ramnit","Retail",198,7
2016-07-03,"Sality","Education",48,26
2016-07-03,"Sality","Finance",44,11
2016-07-03,"Sality","Government/Politics",37,4
2016-07-03,"Sality","Healthcare/Wellness",4,3
2016-07-03,"Sality","Manufacturing",156,22
2016-07-03,"Sality","Retail",121,7
2016-07-03,"zeroaccess","Education",7,4
2016-07-03,"zeroaccess","Finance",5,3
2016-07-03,"zeroaccess","Government/Politics",3,3
2016-07-03,"zeroaccess","Healthcare/Wellness",5,2
2016-07-03,"zeroaccess","Manufacturing",22,4
2016-07-03,"zeroaccess","Retail",211,3
2016-07-03,"Zeus","Education",22,12
2016-07-03,"Zeus","Finance",12,8
2016-07-03,"Zeus","Government/Politics",6,5
2016-07-03,"Zeus","Healthcare/Wellness",3,3
2016-07-03,"Zeus","Manufacturing",33,6
2016-07-03,"Zeus","Retail",15,3
2016-07-03,"Zusy","Education",24,10
2016-07-03,"Zusy","Finance",10,3
2016-07-03,"Zusy","Government/Politics",1,1
2016-07-03,"Zusy","Healthcare/Wellness",2,2
2016-07-03,"Zusy","Manufacturing",18,2
2016-07-03,"Zusy","Retail",319,3
2016-07-04,"Bedep","Education",12,7
2016-07-04,"Bedep","Finance",202,4
2016-07-04,"Bedep","Government/Politics",9,4
2016-07-04,"Bedep","Healthcare/Wellness",6,3
2016-07-04,"Bedep","Manufacturing",32,7
2016-07-04,"Bedep","Retail",222,2
2016-07-04,"ConfickerAB","Education",446,83
2016-07-04,"ConfickerAB","Finance",235,50
2016-07-04,"ConfickerAB","Government/Politics",337,35
2016-07-04,"ConfickerAB","Healthcare/Wellness",280,90
2016-07-04,"ConfickerAB","Manufacturing",1407,73
2016-07-04,"ConfickerAB","Retail",945,37
2016-07-04,"Necurs","Education",61,30
2016-07-04,"Necurs","Finance",32,24
2016-07-04,"Necurs","Government/Politics",125,9
2016-07-04,"Necurs","Healthcare/Wellness",8,7
2016-07-04,"Necurs","Manufacturing",190,14
2016-07-04,"Necurs","Retail",54,6
2016-07-04,"Olmasco","Healthcare/Wellness",3,1
2016-07-04,"Olmasco","Manufacturing",17,3
2016-07-04,"Olmasco","Retail",8,2
2016-07-04,"PushDo","Education",1,1
2016-07-04,"PushDo","Finance",24,2
2016-07-04,"PushDo","Government/Politics",6,2
2016-07-04,"PushDo","Manufacturing",901,9
2016-07-04,"PushDo","Retail",205,3
2016-07-04,"Ramnit","Education",64,41
2016-07-04,"Ramnit","Finance",22,13
2016-07-04,"Ramnit","Government/Politics",58,6
2016-07-04,"Ramnit","Healthcare/Wellness",8,8
2016-07-04,"Ramnit","Manufacturing",634,13
2016-07-04,"Ramnit","Retail",198,6
2016-07-04,"Sality","Education",76,32
2016-07-04,"Sality","Finance",96,20
2016-07-04,"Sality","Government/Politics",70,7
2016-07-04,"Sality","Healthcare/Wellness",8,5
2016-07-04,"Sality","Manufacturing",220,24
2016-07-04,"Sality","Retail",133,8
2016-07-04,"zeroaccess","Education",14,9
2016-07-04,"zeroaccess","Finance",5,3
2016-07-04,"zeroaccess","Government/Politics",9,6
2016-07-04,"zeroaccess","Healthcare/Wellness",9,3
2016-07-04,"zeroaccess","Manufacturing",26,6
2016-07-04,"zeroaccess","Retail",210,4
2016-07-04,"Zeus","Education",35,15
2016-07-04,"Zeus","Finance",17,12
2016-07-04,"Zeus","Government/Politics",14,8
2016-07-04,"Zeus","Healthcare/Wellness",8,6
2016-07-04,"Zeus","Manufacturing",42,11
2016-07-04,"Zeus","Retail",23,5
2016-07-04,"Zusy","Education",32,16
2016-07-04,"Zusy","Finance",34,8
2016-07-04,"Zusy","Government/Politics",4,4
2016-07-04,"Zusy","Healthcare/Wellness",4,2
2016-07-04,"Zusy","Manufacturing",57,4
2016-07-04,"Zusy","Retail",452,3
2016-07-05,"Bedep","Education",49,20
2016-07-05,"Bedep","Finance",213,8
2016-07-05,"Bedep","Government/Politics",55,17
2016-07-05,"Bedep","Healthcare/Wellness",4,4
2016-07-05,"Bedep","Manufacturing",128,14
2016-07-05,"Bedep","Retail",246,5
2016-07-05,"ConfickerAB","Education",494,89
2016-07-05,"ConfickerAB","Finance",224,51
2016-07-05,"ConfickerAB","Government/Politics",323,34
2016-07-05,"ConfickerAB","Healthcare/Wellness",333,101
2016-07-05,"ConfickerAB","Manufacturing",1423,71
2016-07-05,"ConfickerAB","Retail",984,36
2016-07-05,"Necurs","Education",70,34
2016-07-05,"Necurs","Finance",42,25
2016-07-05,"Necurs","Government/Politics",63,14
2016-07-05,"Necurs","Healthcare/Wellness",13,13
2016-07-05,"Necurs","Manufacturing",196,16
2016-07-05,"Necurs","Retail",61,6
2016-07-05,"Olmasco","Healthcare/Wellness",1,1
2016-07-05,"Olmasco","Manufacturing",1,1
2016-07-05,"Olmasco","Retail",6,2
2016-07-05,"PushDo","Finance",27,2
2016-07-05,"PushDo","Government/Politics",5,2
2016-07-05,"PushDo","Healthcare/Wellness",4,1
2016-07-05,"PushDo","Manufacturing",931,9
2016-07-05,"PushDo","Retail",197,3
2016-07-05,"Ramnit","Education",80,49
2016-07-05,"Ramnit","Finance",25,17
2016-07-05,"Ramnit","Government/Politics",42,4
2016-07-05,"Ramnit","Healthcare/Wellness",10,10
2016-07-05,"Ramnit","Manufacturing",537,12
2016-07-05,"Ramnit","Retail",233,6
2016-07-05,"Sality","Education",97,38
2016-07-05,"Sality","Finance",114,19
2016-07-05,"Sality","Government/Politics",29,9
2016-07-05,"Sality","Healthcare/Wellness",12,8
2016-07-05,"Sality","Manufacturing",227,23
2016-07-05,"Sality","Retail",128,9
2016-07-05,"zeroaccess","Education",15,9
2016-07-05,"zeroaccess","Finance",7,3
2016-07-05,"zeroaccess","Government/Politics",10,5
2016-07-05,"zeroaccess","Healthcare/Wellness",10,5
2016-07-05,"zeroaccess","Manufacturing",23,4
2016-07-05,"zeroaccess","Retail",188,5
2016-07-05,"Zeus","Education",48,20
2016-07-05,"Zeus","Finance",14,12
2016-07-05,"Zeus","Government/Politics",7,6
2016-07-05,"Zeus","Healthcare/Wellness",4,4
2016-07-05,"Zeus","Manufacturing",38,10
2016-07-05,"Zeus","Retail",12,6
2016-07-05,"Zusy","Education",36,14
2016-07-05,"Zusy","Finance",27,5
2016-07-05,"Zusy","Government/Politics",4,4
2016-07-05,"Zusy","Healthcare/Wellness",4,3
2016-07-05,"Zusy","Manufacturing",49,4
2016-07-05,"Zusy","Retail",501,4
2016-07-06,"Bedep","Education",27,11
2016-07-06,"Bedep","Finance",184,5
2016-07-06,"Bedep","Government/Politics",28,11
2016-07-06,"Bedep","Healthcare/Wellness",8,6
2016-07-06,"Bedep","Manufacturing",43,10
2016-07-06,"Bedep","Retail",231,3
2016-07-06,"ConfickerAB","Education",461,80
2016-07-06,"ConfickerAB","Finance",213,46
2016-07-06,"ConfickerAB","Government/Politics",365,36
2016-07-06,"ConfickerAB","Healthcare/Wellness",322,99
2016-07-06,"ConfickerAB","Manufacturing",1420,71
2016-07-06,"ConfickerAB","Retail",910,36
2016-07-06,"Necurs","Education",71,33
2016-07-06,"Necurs","Finance",27,22
2016-07-06,"Necurs","Government/Politics",80,12
2016-07-06,"Necurs","Healthcare/Wellness",4,4
2016-07-06,"Necurs","Manufacturing",232,19
2016-07-06,"Necurs","Retail",67,5
2016-07-06,"Olmasco","Education",4,3
2016-07-06,"Olmasco","Government/Politics",48,1
2016-07-06,"Olmasco","Healthcare/Wellness",1,1
2016-07-06,"Olmasco","Manufacturing",2,1
2016-07-06,"Olmasco","Retail",4,2
2016-07-06,"PushDo","Education",5,1
2016-07-06,"PushDo","Finance",19,1
2016-07-06,"PushDo","Government/Politics",7,2
2016-07-06,"PushDo","Healthcare/Wellness",4,1
2016-07-06,"PushDo","Manufacturing",914,7
2016-07-06,"PushDo","Retail",188,2
2016-07-06,"Ramnit","Education",78,49
2016-07-06,"Ramnit","Finance",25,16
2016-07-06,"Ramnit","Government/Politics",51,5
2016-07-06,"Ramnit","Healthcare/Wellness",13,11
2016-07-06,"Ramnit","Manufacturing",598,11
2016-07-06,"Ramnit","Retail",178,7
2016-07-06,"Sality","Education",79,38
2016-07-06,"Sality","Finance",78,17
2016-07-06,"Sality","Government/Politics",58,9
2016-07-06,"Sality","Healthcare/Wellness",8,6
2016-07-06,"Sality","Manufacturing",217,24
2016-07-06,"Sality","Retail",88,8
2016-07-06,"zeroaccess","Education",25,16
2016-07-06,"zeroaccess","Finance",5,3
2016-07-06,"zeroaccess","Government/Politics",7,2
2016-07-06,"zeroaccess","Healthcare/Wellness",6,3
2016-07-06,"zeroaccess","Manufacturing",27,5
2016-07-06,"zeroaccess","Retail",212,6
2016-07-06,"Zeus","Education",43,19
2016-07-06,"Zeus","Finance",10,8
2016-07-06,"Zeus","Government/Politics",10,8
2016-07-06,"Zeus","Healthcare/Wellness",6,4
2016-07-06,"Zeus","Manufacturing",36,14
2016-07-06,"Zeus","Retail",30,6
2016-07-06,"Zusy","Education",41,14
2016-07-06,"Zusy","Finance",21,6
2016-07-06,"Zusy","Government/Politics",4,4
2016-07-06,"Zusy","Healthcare/Wellness",3,3
2016-07-06,"Zusy","Manufacturing",38,6
2016-07-06,"Zusy","Retail",506,4
2016-07-07,"Bedep","Education",29,12
2016-07-07,"Bedep","Finance",136,4
2016-07-07,"Bedep","Government/Politics",53,12
2016-07-07,"Bedep","Healthcare/Wellness",12,7
2016-07-07,"Bedep","Manufacturing",38,9
2016-07-07,"Bedep","Retail",359,4
2016-07-07,"ConfickerAB","Education",487,93
2016-07-07,"ConfickerAB","Finance",233,53
2016-07-07,"ConfickerAB","Government/Politics",363,34
2016-07-07,"ConfickerAB","Healthcare/Wellness",328,100
2016-07-07,"ConfickerAB","Manufacturing",1442,73
2016-07-07,"ConfickerAB","Retail",993,40
2016-07-07,"Necurs","Education",78,31
2016-07-07,"Necurs","Finance",34,26
2016-07-07,"Necurs","Government/Politics",130,11
2016-07-07,"Necurs","Healthcare/Wellness",8,7
2016-07-07,"Necurs","Manufacturing",171,16
2016-07-07,"Necurs","Retail",43,5
2016-07-07,"Olmasco","Education",2,1
2016-07-07,"Olmasco","Healthcare/Wellness",1,1
2016-07-07,"Olmasco","Manufacturing",2,2
2016-07-07,"PushDo","Education",11,3
2016-07-07,"PushDo","Finance",34,1
2016-07-07,"PushDo","Government/Politics",3,2
2016-07-07,"PushDo","Healthcare/Wellness",3,1
2016-07-07,"PushDo","Manufacturing",968,8
2016-07-07,"PushDo","Retail",214,2
2016-07-07,"Ramnit","Education",80,49
2016-07-07,"Ramnit","Finance",21,14
2016-07-07,"Ramnit","Government/Politics",47,6
2016-07-07,"Ramnit","Healthcare/Wellness",7,7
2016-07-07,"Ramnit","Manufacturing",649,12
2016-07-07,"Ramnit","Retail",179,6
2016-07-07,"Sality","Education",138,40
2016-07-07,"Sality","Finance",106,14
2016-07-07,"Sality","Government/Politics",77,9
2016-07-07,"Sality","Healthcare/Wellness",12,7
2016-07-07,"Sality","Manufacturing",220,23
2016-07-07,"Sality","Retail",108,11
2016-07-07,"zeroaccess","Education",19,13
2016-07-07,"zeroaccess","Finance",8,4
2016-07-07,"zeroaccess","Government/Politics",10,6
2016-07-07,"zeroaccess","Healthcare/Wellness",3,2
2016-07-07,"zeroaccess","Manufacturing",23,5
2016-07-07,"zeroaccess","Retail",223,5
2016-07-07,"Zeus","Education",49,21
2016-07-07,"Zeus","Finance",14,12
2016-07-07,"Zeus","Government/Politics",7,6
2016-07-07,"Zeus","Healthcare/Wellness",9,7
2016-07-07,"Zeus","Manufacturing",37,10
2016-07-07,"Zeus","Retail",13,5
2016-07-07,"Zusy","Education",30,12
2016-07-07,"Zusy","Finance",31,6
2016-07-07,"Zusy","Government/Politics",11,4
2016-07-07,"Zusy","Healthcare/Wellness",2,2
2016-07-07,"Zusy","Manufacturing",21,3
2016-07-07,"Zusy","Retail",479,4
2016-07-08,"Bedep","Education",22,17
2016-07-08,"Bedep","Finance",175,4
2016-07-08,"Bedep","Government/Politics",13,9
2016-07-08,"Bedep","Healthcare/Wellness",16,9
2016-07-08,"Bedep","Manufacturing",38,9
2016-07-08,"Bedep","Retail",407,3
2016-07-08,"ConfickerAB","Education",457,86
2016-07-08,"ConfickerAB","Finance",215,48
2016-07-08,"ConfickerAB","Government/Politics",339,33
2016-07-08,"ConfickerAB","Healthcare/Wellness",321,98
2016-07-08,"ConfickerAB","Manufacturing",1369,74
2016-07-08,"ConfickerAB","Retail",951,37
2016-07-08,"Necurs","Education",38,25
2016-07-08,"Necurs","Finance",29,22
2016-07-08,"Necurs","Government/Politics",122,9
2016-07-08,"Necurs","Healthcare/Wellness",7,7
2016-07-08,"Necurs","Manufacturing",135,14
2016-07-08,"Necurs","Retail",29,3
2016-07-08,"Olmasco","Education",2,1
2016-07-08,"Olmasco","Healthcare/Wellness",1,1
2016-07-08,"Olmasco","Manufacturing",6,2
2016-07-08,"Olmasco","Retail",4,2
2016-07-08,"PushDo","Finance",52,1
2016-07-08,"PushDo","Government/Politics",2,2
2016-07-08,"PushDo","Healthcare/Wellness",5,1
2016-07-08,"PushDo","Manufacturing",951,10
2016-07-08,"PushDo","Retail",238,2
2016-07-08,"Ramnit","Education",73,41
2016-07-08,"Ramnit","Finance",29,18
2016-07-08,"Ramnit","Government/Politics",20,3
2016-07-08,"Ramnit","Healthcare/Wellness",6,6
2016-07-08,"Ramnit","Manufacturing",668,12
2016-07-08,"Ramnit","Retail",204,8
2016-07-08,"Sality","Education",88,35
2016-07-08,"Sality","Finance",101,18
2016-07-08,"Sality","Government/Politics",87,9
2016-07-08,"Sality","Healthcare/Wellness",13,6
2016-07-08,"Sality","Manufacturing",241,22
2016-07-08,"Sality","Retail",123,10
2016-07-08,"zeroaccess","Education",17,11
2016-07-08,"zeroaccess","Finance",9,3
2016-07-08,"zeroaccess","Government/Politics",11,3
2016-07-08,"zeroaccess","Healthcare/Wellness",4,2
2016-07-08,"zeroaccess","Manufacturing",29,4
2016-07-08,"zeroaccess","Retail",226,4
2016-07-08,"Zeus","Education",41,24
2016-07-08,"Zeus","Finance",12,11
2016-07-08,"Zeus","Government/Politics",6,5
2016-07-08,"Zeus","Healthcare/Wellness",7,5
2016-07-08,"Zeus","Manufacturing",37,11
2016-07-08,"Zeus","Retail",21,5
2016-07-08,"Zusy","Education",32,12
2016-07-08,"Zusy","Finance",24,7
2016-07-08,"Zusy","Government/Politics",6,5
2016-07-08,"Zusy","Healthcare/Wellness",4,3
2016-07-08,"Zusy","Manufacturing",37,4
2016-07-08,"Zusy","Retail",565,4
2016-07-09,"Bedep","Education",12,7
2016-07-09,"Bedep","Finance",194,4
2016-07-09,"Bedep","Government/Politics",6,4
2016-07-09,"Bedep","Healthcare/Wellness",6,3
2016-07-09,"Bedep","Manufacturing",25,6
2016-07-09,"Bedep","Retail",418,2
2016-07-09,"ConfickerAB","Education",363,81
2016-07-09,"ConfickerAB","Finance",197,42
2016-07-09,"ConfickerAB","Government/Politics",245,34
2016-07-09,"ConfickerAB","Healthcare/Wellness",277,89
2016-07-09,"ConfickerAB","Manufacturing",1250,64
2016-07-09,"ConfickerAB","Retail",860,36
2016-07-09,"Necurs","Education",9,8
2016-07-09,"Necurs","Finance",11,6
2016-07-09,"Necurs","Government/Politics",72,5
2016-07-09,"Necurs","Healthcare/Wellness",4,4
2016-07-09,"Necurs","Manufacturing",45,5
2016-07-09,"Necurs","Retail",19,3
2016-07-09,"Olmasco","Healthcare/Wellness",1,1
2016-07-09,"Olmasco","Manufacturing",1,1
2016-07-09,"PushDo","Finance",16,1
2016-07-09,"PushDo","Government/Politics",1,1
2016-07-09,"PushDo","Manufacturing",773,4
2016-07-09,"PushDo","Retail",234,2
2016-07-09,"Ramnit","Education",72,43
2016-07-09,"Ramnit","Finance",16,13
2016-07-09,"Ramnit","Government/Politics",34,3
2016-07-09,"Ramnit","Healthcare/Wellness",9,8
2016-07-09,"Ramnit","Manufacturing",624,10
2016-07-09,"Ramnit","Retail",202,6
2016-07-09,"Sality","Education",86,33
2016-07-09,"Sality","Finance",58,13
2016-07-09,"Sality","Government/Politics",39,5
2016-07-09,"Sality","Healthcare/Wellness",9,5
2016-07-09,"Sality","Manufacturing",210,22
2016-07-09,"Sality","Retail",101,8
2016-07-09,"zeroaccess","Education",14,6
2016-07-09,"zeroaccess","Finance",8,3
2016-07-09,"zeroaccess","Government/Politics",10,6
2016-07-09,"zeroaccess","Healthcare/Wellness",6,2
2016-07-09,"zeroaccess","Manufacturing",22,5
2016-07-09,"zeroaccess","Retail",184,2
2016-07-09,"Zeus","Education",30,16
2016-07-09,"Zeus","Finance",8,8
2016-07-09,"Zeus","Government/Politics",9,5
2016-07-09,"Zeus","Healthcare/Wellness",3,3
2016-07-09,"Zeus","Manufacturing",29,7
2016-07-09,"Zeus","Retail",22,5
2016-07-09,"Zusy","Education",25,9
2016-07-09,"Zusy","Finance",22,5
2016-07-09,"Zusy","Government/Politics",1,1
2016-07-09,"Zusy","Healthcare/Wellness",2,2
2016-07-09,"Zusy","Manufacturing",27,1
2016-07-09,"Zusy","Retail",500,3
2016-07-10,"Bedep","Education",10,7
2016-07-10,"Bedep","Finance",191,3
2016-07-10,"Bedep","Government/Politics",6,4
2016-07-10,"Bedep","Healthcare/Wellness",13,4
2016-07-10,"Bedep","Manufacturing",41,9
2016-07-10,"Bedep","Retail",198,3
2016-07-10,"ConfickerAB","Education",350,80
2016-07-10,"ConfickerAB","Finance",201,41
2016-07-10,"ConfickerAB","Government/Politics",241,34
2016-07-10,"ConfickerAB","Healthcare/Wellness",263,86
2016-07-10,"ConfickerAB","Manufacturing",1056,62
2016-07-10,"ConfickerAB","Retail",814,37
2016-07-10,"Necurs","Education",8,7
2016-07-10,"Necurs","Finance",6,5
2016-07-10,"Necurs","Government/Politics",24,5
2016-07-10,"Necurs","Healthcare/Wellness",3,2
2016-07-10,"Necurs","Manufacturing",36,5
2016-07-10,"Necurs","Retail",24,2
2016-07-10,"Olmasco","Healthcare/Wellness",1,1
2016-07-10,"Olmasco","Manufacturing",2,1
2016-07-10,"Olmasco","Retail",6,2
2016-07-10,"PushDo","Manufacturing",724,4
2016-07-10,"PushDo","Retail",262,2
2016-07-10,"Ramnit","Education",73,46
2016-07-10,"Ramnit","Finance",15,11
2016-07-10,"Ramnit","Government/Politics",24,4
2016-07-10,"Ramnit","Healthcare/Wellness",6,6
2016-07-10,"Ramnit","Manufacturing",492,9
2016-07-10,"Ramnit","Retail",200,5
2016-07-10,"Sality","Education",53,30
2016-07-10,"Sality","Finance",40,13
2016-07-10,"Sality","Government/Politics",30,7
2016-07-10,"Sality","Healthcare/Wellness",6,5
2016-07-10,"Sality","Manufacturing",152,20
2016-07-10,"Sality","Retail",94,8
2016-07-10,"zeroaccess","Education",14,8
2016-07-10,"zeroaccess","Finance",7,3
2016-07-10,"zeroaccess","Government/Politics",4,4
2016-07-10,"zeroaccess","Healthcare/Wellness",6,2
2016-07-10,"zeroaccess","Manufacturing",28,6
2016-07-10,"zeroaccess","Retail",192,2
2016-07-10,"Zeus","Education",37,19
2016-07-10,"Zeus","Finance",8,6
2016-07-10,"Zeus","Government/Politics",3,3
2016-07-10,"Zeus","Healthcare/Wellness",2,2
2016-07-10,"Zeus","Manufacturing",32,8
2016-07-10,"Zeus","Retail",33,3
2016-07-10,"Zusy","Education",30,10
2016-07-10,"Zusy","Finance",8,3
2016-07-10,"Zusy","Government/Politics",1,1
2016-07-10,"Zusy","Healthcare/Wellness",2,2
2016-07-10,"Zusy","Manufacturing",11,1
2016-07-10,"Zusy","Retail",441,4
2016-07-11,"Bedep","Education",28,18
2016-07-11,"Bedep","Finance",178,3
2016-07-11,"Bedep","Government/Politics",18,8
2016-07-11,"Bedep","Healthcare/Wellness",9,3
2016-07-11,"Bedep","Manufacturing",32,9
2016-07-11,"Bedep","Retail",208,4
2016-07-11,"ConfickerAB","Education",501,88
2016-07-11,"ConfickerAB","Finance",238,50
2016-07-11,"ConfickerAB","Government/Politics",346,36
2016-07-11,"ConfickerAB","Healthcare/Wellness",336,104
2016-07-11,"ConfickerAB","Manufacturing",1434,77
2016-07-11,"ConfickerAB","Retail",922,40
2016-07-11,"Necurs","Education",34,20
2016-07-11,"Necurs","Finance",12,9
2016-07-11,"Necurs","Government/Politics",51,9
2016-07-11,"Necurs","Healthcare/Wellness",6,5
2016-07-11,"Necurs","Manufacturing",69,11
2016-07-11,"Necurs","Retail",19,5
2016-07-11,"Olmasco","Education",7,1
2016-07-11,"Olmasco","Healthcare/Wellness",3,3
2016-07-11,"Olmasco","Manufacturing",1,1
2016-07-11,"PushDo","Education",1,1
2016-07-11,"PushDo","Finance",26,1
2016-07-11,"PushDo","Government/Politics",2,2
2016-07-11,"PushDo","Manufacturing",703,9
2016-07-11,"PushDo","Retail",142,2
2016-07-11,"Ramnit","Education",105,51
2016-07-11,"Ramnit","Finance",29,17
2016-07-11,"Ramnit","Government/Politics",69,5
2016-07-11,"Ramnit","Healthcare/Wellness",7,7
2016-07-11,"Ramnit","Manufacturing",578,11
2016-07-11,"Ramnit","Retail",256,10
2016-07-11,"Sality","Education",89,37
2016-07-11,"Sality","Finance",116,18
2016-07-11,"Sality","Government/Politics",89,13
2016-07-11,"Sality","Healthcare/Wellness",5,4
2016-07-11,"Sality","Manufacturing",214,24
2016-07-11,"Sality","Retail",127,11
2016-07-11,"zeroaccess","Education",21,14
2016-07-11,"zeroaccess","Finance",7,3
2016-07-11,"zeroaccess","Government/Politics",6,3
2016-07-11,"zeroaccess","Healthcare/Wellness",11,6
2016-07-11,"zeroaccess","Manufacturing",23,6
